# duty is the COMMANDED duty, which the run log does not carry;
# it is the input signal the plant identification needs.
elapsed_s,state,temp_c,target_c,duty,relay,cold_c,cpu_c
267.53,running,124.6250,125.00,0.322,1,31.38,34.29
268.53,running,124.6875,125.00,0.299,1,31.44,34.50
269.53,running,124.6875,125.00,0.311,0,31.44,34.50
270.53,running,124.7500,125.00,0.277,0,31.50,34.93
271.54,running,124.7500,125.00,0.288,1,31.50,35.14
272.53,running,124.8750,125.00,0.241,1,31.56,35.35
273.57,running,125.0625,125.00,0.175,0,31.63,34.93
274.53,running,125.1250,125.00,0.154,0,31.69,34.49
275.53,running,125.1250,125.00,0.183,0,31.69,34.50
276.53,running,125.1875,125.00,0.181,0,31.69,34.92
277.54,running,125.2500,125.00,0.165,0,31.75,34.92
278.54,running,125.1250,125.00,0.215,0,31.69,34.71
279.54,running,125.1875,125.00,0.200,0,31.75,34.71
280.54,running,125.1875,125.00,0.210,0,31.75,34.71
281.55,running,125.2500,125.00,0.173,0,31.88,34.49
282.56,running,125.1250,125.00,0.234,0,31.81,34.93
283.54,running,125.1250,125.00,0.234,0,31.88,35.35
284.53,running,125.3750,125.00,0.134,1,31.94,34.92
285.54,running,125.0000,125.00,0.258,0,31.88,35.14
286.53,running,125.0000,125.00,0.258,0,31.94,35.56
287.53,running,125.0000,125.00,0.260,0,32.00,34.49
288.54,running,124.9375,125.00,0.262,1,32.00,34.71
289.54,running,125.0000,125.00,0.226,0,32.06,35.35
290.53,running,124.8750,125.00,0.287,0,32.06,35.56
291.54,running,124.8750,125.00,0.277,0,32.06,34.71
292.54,running,124.8750,125.00,0.288,1,32.13,34.71
293.53,running,124.8750,125.00,0.267,1,32.13,35.35
294.53,running,124.8750,125.00,0.268,0,32.19,34.92
295.53,running,124.8750,125.00,0.268,0,32.19,34.71
296.54,running,124.8125,125.00,0.283,1,32.19,34.71
297.54,running,124.8750,125.00,0.269,1,32.25,35.14
298.53,running,124.9375,125.00,0.245,0,32.31,34.71
299.53,running,125.0000,125.00,0.211,0,32.31,34.71
300.54,running,125.0000,125.00,0.221,1,32.38,34.93
301.60,running,125.0625,125.00,0.206,0,32.38,35.14
302.53,running,125.1875,125.00,0.166,0,32.44,35.78
303.53,running,125.1875,125.00,0.168,0,32.44,35.56
304.53,running,125.1875,125.00,0.178,0,32.44,34.71
305.54,running,125.2500,125.00,0.173,0,32.50,35.35
306.54,running,125.2500,125.00,0.183,0,32.56,34.49
307.54,running,125.2500,125.00,0.182,0,32.56,35.35
308.53,running,125.2500,125.00,0.181,0,32.63,35.56
309.53,running,125.1875,125.00,0.204,0,32.63,34.71
310.54,running,125.2500,125.00,0.179,0,32.69,34.92
